Nome Instituição,CNPJ Instituição,Município Instituição,UF,Compra,Inserção,Modalidade da Compra,Código BR,Descrição CATMAT,Unidade Fornecimento,Genérico,CNPJ Fornecedor,Fornecedor,CNPJ Fabricante,Fabricante,Qtd Itens Comprados,Preço Unitário,Preço Total
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267564,"CARVEDILOL, DOSAGEM:12,5 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,3000,0.08,240.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,268381,"AMICACINA SULFATO, DOSAGEM:250 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL",Ampola,S,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,150,4.0,600.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,270119,"CLONAZEPAM, DOSAGEM:2 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,40000,0.05,2000.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267660,"FENOBARBITAL SÓDICO, DOSAGEM:100 MG",Comprimido,S,10.749.758/0001-80,A.D. Daminelli Ltda,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,5000,0.18,900.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267653,"ESPIRONOLACTONA, DOSAGEM:25 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,5000,0.2,1000.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267567,"CARVEDILOL, DOSAGEM:25 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,3000,0.11,330.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267517,"ATENOLOL, DOSAGEM:50 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,5000,0.05,250.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267566,"CARVEDILOL, DOSAGEM:3,125 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,3000,0.08,240.0
Secretaria De Estado De Saude - Ses,42.498.717/0001-55,Rio De Janeiro,Rj,45589,45553.0,Pregão,292194,"HALOPERIDOL, APRESENTAÇÃO:SAL DECANOATO, CONCENTRAÇÃO:50 MG/ML, TIPO USO:SOLUÇÃO INJETÁVEL",Ampola,N,34.282.929/0001-72,Roma Distribuidora De Materiais  Hospitalares Ltda,60.665.981/0001-18,Uniao Quimica Farmaceutica Nacional S A,5304,4.3183,22904.2632
Secretaria De Estado De Saude - Ses,42.498.717/0001-55,Rio De Janeiro,Rj,45589,45553.0,Pregão,292196,"HALOPERIDOL, CONCENTRAÇÃO:5 MG/ML, TIPO USO:SOLUÇÃO INJETÁVEL",Ampola,N,34.282.929/0001-72,Roma Distribuidora De Materiais  Hospitalares Ltda,60.665.981/0001-18,Uniao Quimica Farmaceutica Nacional S A,9364,1.8838,17639.9032
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,327566,"ÁCIDO TRANEXÂMICO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",Ampola,S,10.749.758/0001-80,A.D. Daminelli Ltda,19.570.720/0001-10,Hipolabor Farmaceutica Ltda,50,4.5,225.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,448841,"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:50 MG/ML + 12,5 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",Frasco,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,2000,16.5,33000.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,275963,"FINASTERIDA, CONCENTRAÇÃO:5 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,5000,0.26,1300.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,268493,"DOXAZOSINA MESILATO, COMPOSIÇÃO:2 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,5000,0.07,350.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267565,"CARVEDILOL, DOSAGEM:6,25 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,3000,0.08,240.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,271111,"AMOXICILINA, CONCENTRAÇÃO:50MG/ML, APRESENTAÇÃO:PÓ PARA SUSPENSÃO ORAL",Frasco,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,1000,5.52,5520.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,372335,"METRONIDAZOL, CONCENTRAÇAO:100 MG/G, FORMA FARMACEUTICA:GEL VAGINAL, CARACTERÍSTICA ADICIONAL:COM APLICADOR",Bisnaga,S,51.892.897/0001-46,Jt Medicamentos Ltda,18.324.343/0001-77,Belfar Ltda,500,5.85,2925.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,448595,"PREDNISOLONA, COMPOSIÇÃO:FOSFATO SÓDICO, CONCENTRAÇÃO:3 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO ORAL",Frasco,S,51.892.897/0001-46,Jt Medicamentos Ltda,19.570.720/0001-10,Hipolabor Farmaceutica Ltda,1000,4.4,4400.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,269388,"DEXAMETASONA, DOSAGEM:4 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,1000,0.15,150.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,308882,"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG",Comprimido,S,29.032.903/0001-36,Plena Medica Hospitalar Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",2000,0.19,380.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,450890,"CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:1 G, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL + DILUENTE",Frasco-Ampola,S,27.463.638/0001-15,Daniel Da Silva Distribuidora,58.430.828/0001-60,Blau Farmaceutica S.A.,3000,5.24,15720.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267646,"DEXCLORFENIRAMINA MALEATO, DOSAGEM:0,4 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL",Frasco,S,28.643.008/0001-95,Santo Remedio -Comercio De Produtos Medico-Hospitalar Ltda,05.161.069/0001-10,Brainfarma Industria Quimica E Farmaceutica S.A.,1000,1.9,1900.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,268256,"GENTAMICINA, DOSAGEM:40 MG/ML, APLICAÇÃO:SOLUÇÃO INJETÁVEL",Ampola,S,29.032.903/0001-36,Plena Medica Hospitalar Ltda,04.099.395/0001-82,Santisa Laboratorio Farmaceutico S.A,1000,0.93,930.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,294643,"IBUPROFENO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",Frasco,S,28.643.008/0001-95,Santo Remedio -Comercio De Produtos Medico-Hospitalar Ltda,05.161.069/0001-10,Brainfarma Industria Quimica E Farmaceutica S.A.,1000,2.24,2240.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267503,"ÁCIDO FÓLICO, DOSAGEM:5 MG",Comprimido,N,10.749.758/0001-80,A.D. Daminelli Ltda,02.456.955/0001-83,Natulab Laboratorio S.A,10000,0.04,400.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,268273,"NITROFURANTOÍNA, DOSAGEM:100 MG",Cápsula,S,10.749.758/0001-80,A.D. Daminelli Ltda,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,10000,0.23,2300.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267768,"PROMETAZINA CLORIDRATO, DOSAGEM:25 MG",Comprimido,S,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,2000,0.07,140.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,273009,"FLUOXETINA, DOSAGEM:20 MG",Cápsula,S,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,10000,0.07,700.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,271089,"AMOXICILINA, CONCENTRAÇÃO:500MG",Cápsula,S,10.749.758/0001-80,A.D. Daminelli Ltda,05.399.786/0001-85,Unichem Farmaceutica Do Brasil Ltda.,5000,0.23,1150.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,342134,"HIDROCORTISONA, COMPOSIÇÃO:SAL SUCCINATO SÓDICO, CONCENTRAÇÃO:500 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL",Frasco-Ampola,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,1000,4.66,4660.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267618,"CARBAMAZEPINA, DOSAGEM:200 MG",Comprimido,S,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,5000,0.18,900.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,292382,"TRAMADOL CLORIDRATO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",Ampola,S,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,3000,1.1,3300.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,271217,"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,8000,1.62,12960.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,270120,"CLONAZEPAM, DOSAGEM:2,5 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL- GOTAS",Frasco,S,29.032.903/0001-36,Plena Medica Hospitalar Ltda,19.570.720/0001-10,Hipolabor Farmaceutica Ltda,3000,2.09,6270.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267512,"AMITRIPTILINA CLORIDRATO, DOSAGEM:25 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,10000,0.04,400.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,394237,"GLICOSAMINA, COMPOSIÇÃO:ASSOCIADA COM CONDROITINA, EM SAIS SULFATOS, CONCENTRAÇÃO:1,5 G + 1,2 G, FORMA FARMACÊUTICA:PÓ ORAL",Sachê,N,10.749.758/0001-80,A.D. Daminelli Ltda,61.190.096/0001-92,Eurofarma Laboratorios S.A.,160,3.37,539.2
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,268236,"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,900,6.69,6021.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,303292,"RINGER, COMPOSIÇÃO:ASSOCIADO COM LACTATO DE SÓDIO, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,200,6.6,1320.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,268236,"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,3000,3.1,9300.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,268236,"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,3600,3.69,13284.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,270092,"GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,9000,2.43,21870.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,270092,"GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,400,3.85,1540.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,268236,"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,4500,6.69,30105.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,366913,"GLICOSE, COMPOSIÇÃO:ASSOCIADA AO CLORETO DE SÓDIO, CONCENTRAÇAO:5% + 0,9%, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,400,3.88,1552.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,270092,"GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,400,4.72,1888.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,270092,"GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO",Bolsa,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,55.972.087/0001-50,Jp Industria Farmaceutica S/A,200,6.5,1300.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,450891,"CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:1 G, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL + LIDOCAÍNA",Frasco-Ampola,S,27.463.638/0001-15,Daniel Da Silva Distribuidora,58.430.828/0001-60,Blau Farmaceutica S.A.,3000,5.24,15720.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,267195,"DIAZEPAM, DOSAGEM:5 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,05.044.984/0001-26,Legrand Pharma Industria Farmaceutica Ltda,10000,0.05,500.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,273395,"ISOSSORBIDA, PRINCÍPIO ATIVO:SAL DINITRATO, DOSAGEM:5 MG, TIPO MEDICAMENTO:SUBLINGUAL",Comprimido,N,10.448.145/0001-03,Grams & Grams Ltda.,00.923.140/0001-31,Ems Sigma Pharma Ltda,300,0.28,84.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,394856,"BENZOILMETRONIDAZOL, CONCENTRAÇÃO:40 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",Frasco,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,150,5.5,825.0
Fundo Municipal De Saude De Santa Isabel Do Ivai,09.350.916/0001-46,Santa Isabel Do Ivai,Pr,45589,45553.0,Pregão,363088,"VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1, B2, B5, B6 E PP, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",Ampola,N,52.808.009/0001-27,P & P Distribuidora De Medicamentos Ltda,17.174.657/0001-78,Hypofarma Instituto De Hypodermia E Farmacia Ltda,12000,1.08,12960.0
Fundo Municipal De Saude,09.201.882/0001-28,Santa Helena,Pr,45590,45636.0,Dispensa De Licitação,476787,"MULTIVITAMINAS, COMPOSIÇÃO DE VITAMINAS:VITS: A, B1, B2, B3, B5, B6, B12, D, COMPOSIÇÃO DE SAIS MINERAIS:MINERAIS: CU, FE, K, MG, ZN, FORMA FARMACÊUTICA 1:SOLUÇÃO ORAL",Frasco,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,07.670.111/0001-54,Arese Pharma Ltda.,250,74.5,18625.0
Fundo Municipal De Saude,09.201.882/0001-28,Santa Helena,Pr,45590,45636.0,Dispensa De Licitação,268504,"ONDANSETRONA CLORIDRATO, DOSAGEM:2 MG/ML, INDICAÇÃO:INJETÁVEL",Ampola,N,07.752.236/0001-23,Medilar Importacao E Distribuicao De Produtos Medico Hospitalares S/A,58.430.828/0001-60,Blau Farmaceutica S.A.,500,0.9387,469.35
Fundo Municipal De Saude,09.201.882/0001-28,Santa Helena,Pr,45590,45636.0,Dispensa De Licitação,300498,"SUCRALFATO, DOSAGEM:200 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",Flaconete,N,09.182.725/0001-12,Ativa Medico Cirurgica Ltda,00.923.140/0001-31,Ems Sigma Pharma Ltda,360,3.4804,1252.944
Secretaria De Estado Da Saude,46.374.500/0262-31,Sao Paulo,Sp,45590,45553.0,Pregão,272336,"DIMENIDRINATO, APRESENTAÇÃO:ASSOCIADO COM PIRIDOXINA + GLICOSE + FRUTOSE, DOSAGEM:3MG + 5MG + 100MG + 100MG/ML, TIPO MEDICAMENTO:SOLUÇÃO INJETÁVEL",Ampola,N,67.729.178/0004-91,Comercial Cirurgica Rioclarense Ltda,61.082.426/0002-07,Cosmed Industria De Cosmeticos E Medicamentos S.A.,467114,8.5,3970469.0
Secretaria De Estado Da Saude,46.374.500/0262-31,Sao Paulo,Sp,45590,45553.0,Pregão,267569,"DILTIAZEM CLORIDRATO, DOSAGEM:30 MG",Comprimido,S,08.231.734/0001-93,Futura Comercio De Produtos Medicos E Hospitalares Ltda,57.507.378/0003-65,Ems S/A,1109729,0.3,332918.7
Secretaria De Estado Da Saude,46.374.500/0262-31,Sao Paulo,Sp,45590,45553.0,Pregão,276258,"RAMIPRIL, CONCENTRAÇÃO:5MG",Comprimido,N,10.586.940/0001-68,Oncovit Distribuidora De Medicamentos Ltda,61.230.314/0001-75,Libbs Farmaceutica Ltda,64798,1.0,64798.0
Secretaria De Estado Da Saude,46.374.500/0262-31,Sao Paulo,Sp,45590,45553.0,Pregão,274497,"CLORTALIDONA, DOSAGEM:25 MG",Comprimido,S,08.231.734/0001-93,Futura Comercio De Produtos Medicos E Hospitalares Ltda,57.507.378/0003-65,Ems S/A,968,0.41,396.88
Secretaria De Estado Da Saude,46.374.500/0262-31,Sao Paulo,Sp,45590,45553.0,Pregão,436169,"ALOGLIPTINA, CONCENTRAÇÃO:25 MG",Comprimido,N,30.226.102/0001-90,Sao Lucas Distribuidora De Produtos Farmaceuticos E Hospitalares Ltda,61.082.400/0000-00,Cosmed Industria De Cosmeticos E Medicamentos S.A.,115736,4.5,520812.0
Secretaria De Estado Da Saude,46.374.500/0262-31,Sao Paulo,Sp,45590,45553.0,Pregão,273821,"SILDENAFILA, COMPOSIÇÃO:SAL CITRATO, CONCENTRAÇÃO:50 MG",Comprimido,S,94.389.400/0001-84,Mcw Produtos Medicos E Hospitalares Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",163558,0.4199,68678.0042
Secretaria De Estado Da Saude,46.374.500/0262-31,Sao Paulo,Sp,45590,45553.0,Pregão,322079,"METOTREXATO, DOSAGEM:50 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL",Frasco-Ampola,N,10.586.940/0001-68,Oncovit Distribuidora De Medicamentos Ltda,61.230.314/0001-75,Libbs Farmaceutica Ltda,10857,25.5,276853.5
Secretaria De Estado Da Saude,46.374.500/0262-31,Sao Paulo,Sp,45590,45553.0,Pregão,296717,"RISEDRONATO SÓDICO, CONCENTRAÇÃO:35 MG",Comprimido,N,20.202.872/0001-40,Provip Distribuidora Hospitalar Ltda,57.507.378/0001-01,Ems S/A,589704,1.4,825585.6
Fundo Municipal De Saude,12.756.355/0001-94,Pimenteiras Do Oeste,Ro,45593,45553.0,Dispensa De Licitação,279269,"VARFARINA SÓDICA, DOSAGEM:5 MG",Comprimido,N,43.980.053/0001-29,Farmacia Cidade Alta Ltda,33.349.473/0001-58,Farmoquimica S A,6,33.0,198.0
Fundo Municipal De Saude,12.756.355/0001-94,Pimenteiras Do Oeste,Ro,45594,45553.0,Concorrência,272380,"VENLAFAXINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:150 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",Comprimido,N,73.308.611/0001-75,Farmacia E Perfumaria Cidade Alta Ltda,10.588.595/0007-97,Sanofi Medley Farmaceutica Ltda,6,185.0,1110.0
Fundo Municipal De Saude De Sao Gabriel Do Oeste,13.659.627/0001-09,Sao Gabriel Do Oeste,Ms,45594,45553.0,Registro De Preços,271217,"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG",Comprimido,S,10.656.587/0001-45,Cirurgica Ms Ltda,73.663.650/0001-90,Ranbaxy Farmaceutica Ltda,800,12.0,9600.0
Municipio De Passo Fundo,87.612.537/0001-90,Passo Fundo,Rs,45594,45553.0,Dispensa De Licitação,328532,"VALPROATO DE SÓDIO, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACÊUTICA:XAROPE",Frasco,S,42.496.258/0001-70,Metta Farmaceutica Ltda,19.570.720/0001-10,Hipolabor Farmaceutica Ltda,3000,11.25,33750.0
Fundo Municipal De Saude De Sao Gabriel Do Oeste,13.659.627/0001-09,Sao Gabriel Do Oeste,Ms,45594,45553.0,Registro De Preços,268513,"OXACILINA, DOSAGEM:500 MG, COMPOSIÇÃO:INJETÁVEL",Frasco-Ampola,S,36.121.635/0001-94,Cg Hospitalar Distribuidora De Produtos Hospitalares Ltda,58.430.828/0001-60,Blau Farmaceutica S.A.,10000,3.822,38220.0
Fundo Municipal De Saude De Sao Gabriel Do Oeste,13.659.627/0001-09,Sao Gabriel Do Oeste,Ms,45594,45553.0,Registro De Preços,291771,"ESCITALOPRAM OXALATO, DOSAGEM:20 MG",Comprimido,S,02.814.497/0007-00,Cimed Industria S.A.,02.814.497/0001-07,Cimed Industria S.A.,262500,0.16,42000.0
